"adsh","cik_id","name","sic","countryba","stprba","cityba","zipba","bas1","bas2","baph","countryma","stprma","cityma","zipma","mas1","mas2","countryinc","stprinc","ein_id","former","changed","afs","wksi","fye","form","period","fy","fp","filed","accepted","prevrpt","detail","instance","nciks","aciks","edgar_year"
"0000950123-10-066527",875045,"BIOGEN IDEC INC.",2836,"US","MA","WESTON","02493","133 BOSTON POST ROAD","","7814642000","US","MA","WESTON","02493","133 BOSTON POST ROAD","","US","DE",330112644,"BIOGEN IDEC INC",20031112,"1-LAF",1,1231,"10-Q",20100630,2010,"Q2",20100720,"2010-07-20 16:23:00.0",0,1,"biib",1,"","2010Q3"
"0001041061-10-000035",1041061,"YUM BRANDS INC",5812,"US","KY","LOUISVILLE","40213","1441 GARDINER LANE","","5028748300","US","KY","LOUISVILLE","40213","1900 COLONEL SANDERS LANE","","US","NC",133951308,"TRICON GLOBAL RESTAURANTS INC",19970627,"1-LAF",0,1231,"10-Q",20100531,2010,"Q2",20100720,"2010-07-20 12:17:00.0",0,0,"yum",1,"","2010Q3"
"0001193125-10-161742",106640,"WHIRLPOOL CORP /DE/",3630,"US","MI","BENTON HARBOR","49022-2692","WHIRLPOOL CNTR 2000 M 63","C/O CORPORATE SECRETARY","6169235000","US","MI","BENTON HARBOR","49022-2692","WHIRLPOOL CTR 2000 M 63","C/O CORPORATE SECRETARY","US","DE",381490038,"WHIRLPOOL SEEGER CORP",19710824,"1-LAF",0,1231,"10-Q",20100630,2010,"Q2",20100720,"2010-07-20 15:54:00.0",0,0,"whr",1,"","2010Q3"
"0001193125-10-161785",1140486,"ATHEROS COMMUNICATIONS INC",3674,"US","CA","SANTA CLARA","95054","5480 GREAT AMERICA PARKWAY","","408-773-5200","US","CA","SANTA CLARA","95054","5480 GREAT AMERICA PARKWAY","","US","DE",770485570,"",NA,"1-LAF",0,1231,"10-Q",20100630,2010,"Q2",20100720,"2010-07-20 16:20:00.0",0,0,"athr",1,"","2010Q3"
"0001193125-10-161812",100517,"UAL CORP /DE/",4512,"US","IL","CHICAGO","60601","JOHN LAKOSIL - WHQLD","77 W. WACKER","312-997-8000","US","IL","CHICAGO","60601","JOHN LAKOSIL - WHQLD","77 W. WACKER","US","DE",362675207,"ALLEGIS CORP",19880613,"2-ACC",0,1231,"10-Q",20100630,2010,"Q2",20100720,"2010-07-20 16:35:00.0",0,0,"uaua",2,"101001","2010Q3"
"0001193125-10-161855",77476,"PEPSICO INC",2080,"US","NY","PURCHASE","10577","700 ANDERSON HILL RD","","9142532000","US","NY","PURCHASE","10577-1444","700 ANDERSON HILL ROAD","","US","NC",131584302,"PEPSI COLA CO",19700903,"1-LAF",0,1231,"10-Q",20100531,2010,"Q2",20100720,"2010-07-20 17:06:00.0",0,0,"pep",1,"","2010Q3"
"0001193125-10-161874",320187,"NIKE INC",3021,"US","OR","BEAVERTON","97005-6453","ONE BOWERMAN DR","","5036713173","US","OR","BEAVERTON","97005-6453","ONE BOWERMAN DR","","US","OR",930584541,"",NA,"1-LAF",1,531,"10-K",20100531,2010,"FY",20100720,"2010-07-20 17:19:00.0",0,0,"nke",1,"","2010Q3"
"0000950123-10-066692",1057058,"WASTE CONNECTIONS, INC.",4953,"US","CA","FOLSOM","95630-8767","2295 IRON POINT ROAD","SUITE 200","9166088200","US","CA","FOLSOM","95630-8767","2295 IRON POINT ROAD","SUITE 200","US","DE",943283464,"WASTE CONNECTIONS INC/DE",19980304,"1-LAF",1,1231,"10-Q",20100630,2010,"Q2",20100721,"2010-07-21 09:01:00.0",0,0,"wcn",1,"","2010Q3"
"0000950123-10-066837",804328,"QUALCOMM INC/DE",3663,"US","CA","SAN DIEGO","92121","5775 MOREHOUSE DR","","8585871121","US","CA","SAN DIEGO","92121","5775 MOREHOUSE DR","","US","DE",953685934,"",NA,"1-LAF",1,930,"10-Q",20100630,2010,"Q3",20100721,"2010-07-21 16:18:00.0",0,1,"qcom",1,"","2010Q3"
"0000950123-10-066865",4515,"AMERICAN AIRLINES INC",4512,"US","TX","FT WORTH","76155","4333 AMON CARTER BLVD","","8179631234","US","TX","DALLAS FORT WORTH AI","75261-9616","P O BOX 619616 MD5661","","US","DE",131502798,"AMERICAN AIRWAYS INC",19670629,"4-NON",1,1231,"10-Q",20100630,2010,"Q2",20100721,"2010-07-21 16:47:00.0",0,0,"amrai",1,"","2010Q3"
"0000950123-10-066894",6201,"AMR CORP",4512,"US","TX","FORT WORTH","76155","4333 AMON CARTER BLVD","","8179631234","US","TX","FORT WORTH","75261-9616","4333 AMON CARTER BLVD","","US","DE",751825172,"",NA,"1-LAF",1,1231,"10-Q",20100630,2010,"Q2",20100721,"2010-07-21 16:58:00.0",0,0,"amr",1,"","2010Q3"
"0000950123-10-066905",42888,"GRACO INC",3561,"US","MN","MINNEAPOLIS","55413-1894","88 11TH AVENUE NE","","6126236000","US","MN","ST. PAUL","55101","C/O CORPORATION SERVICE COMPANY","380 JACKSON STREET, SUITE 700","US","MN",410285640,"",NA,"1-LAF",1,1231,"10-Q",20100630,2010,"Q2",20100721,"2010-07-21 17:15:00.0",0,0,"ggg",1,"","2010Q3"
"0001193125-10-162840",320193,"APPLE INC",3571,"US","CA","CUPERTINO","95014","1 INFINITE LOOP","","4089961010","US","CA","CUPERTINO","95014","ONE INFINITE LOOP","","US","CA",942404110,"APPLE COMPUTER INC",19970808,"1-LAF",0,930,"10-Q",20100630,2010,"Q3",20100721,"2010-07-21 16:38:00.0",0,1,"aapl",1,"","2010Q3"
"0001193125-10-162841",1053532,"LASALLE HOTEL PROPERTIES",6798,"US","MD","BETHESDA","20814","3 BETHESDA METRO CENTER","SUITE 1200","301 941 1500","US","MD","BETHESDA","20814","3 BETHESDA METRO CENTER","SUITE 1200","US","MD",364219376,"LASALLE HOTEL PROPERTIES",19980122,"1-LAF",0,1231,"10-Q",20100630,2010,"Q2",20100721,"2010-07-21 16:38:00.0",0,0,"lho",1,"","2010Q3"
"0000314808-10-000114",314808,"ENSCO PLC",1381,"GB","","LONDON","W1J5BQ","6 CHESTERFIELD GARDENS","","4402076594660","GB","","LONDON","W1J5BQ","6 CHESTERFIELD GARDENS","","","",980635229,"ENSCO INTERNATIONAL PLC",20091223,"1-LAF",0,1231,"10-Q",20100630,2010,"Q2",20100722,"2010-07-22 14:51:00.0",0,1,"esv",1,"","2010Q3"
"0000950123-10-067148",23217,"CONAGRA FOODS INC /DE/",2000,"US","NE","OMAHA","68102","ONE CONAGRA DR","","4022404000","US","NE","OMAHA","68102","ONE CONAGRA DRIVE","","US","DE",470248710,"CONAGRA INC /DE/",19920703,"1-LAF",1,531,"10-K",20100531,2010,"FY",20100722,"2010-07-22 11:36:00.0",0,0,"cag",1,"","2010Q3"
"0000950123-10-067250",1109357,"EXELON CORP",4931,"US","IL","CHICAGO","60680-5398","PO BOX 805398","","3123947399","US","IL","CHICAGO","60680-5398","PO BOX 805398","","US","PA",232990190,"",NA,"1-LAF",1,1231,"10-Q",20100630,2010,"Q2",20100722,"2010-07-22 15:45:00.0",0,1,"exc",4,"1168165 78100 22606","2010Q3"
"0000950123-10-067262",225648,"COVANTA HOLDING CORP",4991,"US","NJ","FAIRFIELD","07004","40 LANE ROAD","","973-882-9000","US","NJ","FAIRFIELD","07004","40 LANE ROAD","","US","DE",956021257,"DANIELSON HOLDING CORP",19920703,"1-LAF",1,1231,"10-Q",20100630,2010,"Q2",20100722,"2010-07-22 16:02:00.0",0,0,"cva",1,"","2010Q3"
"0000950123-10-067319",1170650,"MEDCO HEALTH SOLUTIONS INC",5912,"US","NJ","FRANKLIN LAKES","07417","100 PARSONS POND DR","","2012693400","US","NJ","FRANKLIN LAKES","07417","100 PARSONS POND DR","","US","DE",223461740,"MEDCOHEALTH SOLUTIONS INC",20020528,"1-LAF",1,1231,"10-Q",20100630,2010,"Q2",20100722,"2010-07-22 16:56:00.0",0,1,"mhs",1,"","2010Q3"
"0001104659-10-038985",86312,"TRAVELERS COMPANIES, INC.",6331,"US","MN","SAINT PAUL","55102","385 WASHINGTON ST","","6513107911","US","MN","ST. PAUL","55102","385 WASHINGTON STREET","","US","MN",410518860,"ST PAUL TRAVELERS COMPANIES INC",20040401,"1-LAF",1,1231,"10-Q",20100630,2010,"Q2",20100722,"2010-07-22 06:56:00.0",0,1,"trv",1,"","2010Q3"
"0001193125-10-163487",14272,"BRISTOL MYERS SQUIBB CO",2834,"US","NY","NEW YORK","10154","345 PARK AVE","","2125464000","US","NY","NEW YORK","10154","345 PARK AVE","","US","DE",220790350,"BRISTOL MYERS CO",19891012,"1-LAF",1,1231,"10-Q",20100630,2010,"Q2",20100722,"2010-07-22 10:50:00.0",0,1,"bmy",1,"","2010Q3"
"0000045012-10-000226",45012,"HALLIBURTON CO",1389,"US","TX","HOUSTON","77032","3000 NORTH SAM HOUSTON PARKWAY EAST","3000 NORTH SAM HOUSTON PARKWAY EAST","2818712699","US","TX","HOUSTON","77032","3000 NORTH SAM HOUSTON PARKWAY EAST","3000 NORTH SAM HOUSTON PARKWAY EAST","US","DE",752677995,"HALLIBURTON OIL WELL CEMENTING CO",19660911,"1-LAF",1,1231,"10-Q",20100630,2010,"Q2",20100723,"2010-07-23 12:18:00.0",0,1,"hal",1,"","2010Q3"
"0000089439-10-000052",89439,"MUELLER INDUSTRIES INC",3350,"US","TN","MEMPHIS","38125","SUITE 150","8285 TOURNAMENT DRIVE","(901)753-3200","US","TN","MEMPHIS","38125","SUITE 150","8285 TOURNAMENT DRIVE","US","DE",250790410,"SHARON STEEL CORP",19910103,"1-LAF",1,1231,"10-Q",20100630,2010,"Q2",20100723,"2010-07-23 16:44:00.0",0,0,"mli",1,"","2010Q3"
"0000319687-10-000053",319687,"CONTINENTAL AIRLINES INC /DE/",4512,"US","TX","HOUSTON","77002","1600 SMITH STREET 3303D","DEPT HQSEO","7133245000","US","TX","HOUSTON","77002","1600 SMITH STREET 3303D","DEPT HQSEO","US","DE",742099724,"PEOPLE EXPRESS AIRLINES INC",19890726,"1-LAF",1,1231,"10-Q",20100630,2010,"Q2",20100723,"2010-07-23 16:13:00.0",0,0,"cal",1,"","2010Q3"
"0000912750-10-000057",912750,"NEWFIELD EXPLORATION CO /DE/",1311,"US","TX","HOUSTON","77060","363 NORTH SAM HOUSTON PARKWAY EAST","SUITE 100","281-847-6000","US","TX","HOUSTON","77060","363 NORTH SAM HOUSTON PARKWAY EAST","SUITE 100","US","DE",721133047,"",NA,"1-LAF",1,1231,"10-Q",20100630,2010,"Q2",20100723,"2010-07-23 13:57:00.0",0,0,"nfx",1,"","2010Q3"
"0000948846-10-000032",948846,"AIRTRAN HOLDINGS INC",4512,"US","FL","ORLANDO","32827","9955 AIRTRAN BLVD","","4073185600","US","FL","ORLANDO","32827","9955 AIRTRAN BLVD","","US","NV",582189551,"",NA,"1-LAF",1,1231,"10-Q",20100630,2010,"Q2",20100723,"2010-07-23 16:05:00.0",0,0,"aai",1,"","2010Q3"
"0000950123-10-067387",96943,"TELEFLEX INC",3841,"US","PA","LIMERICK","19468","155 SOUTH LIMERICK ROAD","CORPORATE OFFICES","610 948-5100","US","PA","LIMERICK","19468","155 SOUTH LIMERICK ROAD","","US","DE",231147939,"",NA,"1-LAF",1,1231,"10-Q",20100630,2010,"Q2",20100723,"2010-07-22 18:18:00.0",0,0,"tfx",1,"","2010Q3"
"0000950123-10-067508",29905,"DOVER CORP",3530,"US","NY","NEW YORK","10017","280 PARK AVE","38-W","2129221640","","","","","","","US","DE",530257888,"",NA,"1-LAF",1,1231,"10-Q",20100630,2010,"Q2",20100723,"2010-07-23 07:28:00.0",0,1,"dov",1,"","2010Q3"
"0000950123-10-067532",1037646,"METTLER TOLEDO INTERNATIONAL INC/",3826,"US","OH","COLUMBUS","43240","1900 POLARIS PARKWAY","","6144384511","US","OH","COLUMBUS","43240","1900 POLARIS PARKWAY","","US","DE",133668641,"METTLER TOLEDO INTERNATIONAL INC",19971117,"1-LAF",1,1231,"10-Q",20100630,2010,"Q2",20100723,"2010-07-23 09:58:00.0",0,0,"mtd",1,"","2010Q3"
"0000950123-10-067554",64040,"MCGRAW-HILL COMPANIES INC",2731,"US","NY","NEW YORK","10020","1221 AVENUE OF THE AMERICAS","","2125122000","US","NY","NEW YORK","10020","1221 AVENUE OF THE AMERICAS","","US","NY",131026995,"MCGRAW HILL INC",19920703,"1-LAF",1,1231,"10-Q",20100630,2010,"Q2",20100723,"2010-07-23 10:45:00.0",0,1,"mhp",1,"","2010Q3"
"0000950123-10-067622",1113169,"PRICE T ROWE GROUP INC",6200,"US","MD","BALTIMORE","21289-0320","100 EAST PRATT STREET","P.O. BOX 89000","4103452000","US","MD","BALTIMORE","21289-0320","100 EAST PRATT STREET","P.O. BOX 89000","US","MD",522264646,"",NA,"1-LAF",1,1231,"10-Q",20100630,2010,"Q2",20100723,"2010-07-23 13:02:00.0",0,1,"trow",1,"","2010Q3"
"0000950123-10-067673",85961,"RYDER SYSTEM INC",7510,"US","FL","MIAMI","33178","11690 N.W. 105TH STREET","","3055003726","US","FL","MIAMI","33178","11690 N.W. 105TH STREET","","US","FL",590739250,"",NA,"1-LAF",1,1231,"10-Q",20100630,2010,"Q2",20100723,"2010-07-23 15:00:00.0",0,0,"r",1,"","2010Q3"
"0000950123-10-067697",731012,"HEALTHCARE SERVICES GROUP INC",7340,"US","PA","HUNTINGDON VALLEY","19006","2643 HUNTINGDON PIKE","","2159381661","US","PA","HUNTINGDON VALLEY","19006","2643 HUNTINGDON PIKEE","","US","PA",232018365,"",NA,"1-LAF",1,1231,"10-Q",20100630,2010,"Q2",20100723,"2010-07-23 15:45:00.0",0,0,"hcsg",1,"","2010Q3"
"0000950123-10-067714",1131096,"ATHENAHEALTH INC",7389,"US","MA","WATERTOWN","02472","311 ARSENAL STREET","","617-402-1000","US","MA","WATERTOWN","02472","311 ARSENAL STREET","","US","DE",43387530,"",NA,"1-LAF",1,1231,"10-Q",20100630,2010,"Q2",20100723,"2010-07-23 16:11:00.0",0,0,"athn",1,"","2010Q3"
"0000950123-10-067722",48898,"HUBBELL INC",3640,"US","CT","SHELTON","06484-1000","40 WATERVIEW DR","","2037994100","US","CT","SHELTON","06484-1000","40 WATERVIEW DR","","US","CT",60397030,"HUBBELL HARVEY INC",19860716,"1-LAF",0,1231,"10-Q",20100630,2010,"Q2",20100723,"2010-07-23 16:21:00.0",0,0,"hubb",1,"","2010Q3"
"0000950123-10-067765",807884,"CASH AMERICA INTERNATIONAL INC",5900,"US","TX","FT WORTH","76102","1600 W 7TH ST","","8173351100","US","TX","FORT WORTH","76102","1600 WEST 7TH STREET","","US","TX",752018239,"CASH AMERICA INVESTMENTS INC /TX/",19920520,"1-LAF",1,1231,"10-Q",20100630,2010,"Q2",20100723,"2010-07-23 17:10:00.0",0,0,"csh",1,"","2010Q3"
"0001047469-10-006583",1385157,"TYCO ELECTRONICS LTD.",5065,"CH","","CH-8200 SCHAFFHAUSEN","1","RHEINSTRASSE 20","","41 (0)52 633 6661","CH","","CH-8200 SCHAFFHAUSEN","1","RHEINSTRASSE 20","","CH","",980518048,"",NA,"1-LAF",1,930,"10-Q",20100630,2010,"Q3",20100723,"2010-07-23 16:27:00.0",0,1,"tel",1,"","2010Q3"
"0001104659-10-039265",883984,"ICU MEDICAL INC/DE",3841,"US","CA","SAN CLEMENTE","92763","951 CALLE AMANECER","","949-366-2183","US","CA","SAN CLEMENTE","92763","951 CALLE AMANECER","","US","DE",330022692,"",NA,"2-ACC",0,1231,"10-Q",20100630,2010,"Q2",20100723,"2010-07-23 12:48:00.0",0,0,"icui",1,"","2010Q3"
"0001104659-10-039266",814184,"TCF FINANCIAL CORP",6021,"US","MN","WAYZATA","55391-1693","200 LAKE STREET EAST","MAIL CODE EX-03-A","952-745-2760","US","MN","WAYZATA","55391-1693","200 LAKE STREET EAST","MAIL CODE EX-03-A","US","DE",411591444,"",NA,"1-LAF",0,1231,"10-Q",20100630,2010,"Q2",20100723,"2010-07-23 12:49:00.0",0,0,"tcb",1,"","2010Q3"
"0001144204-10-039150",874716,"IDEXX LABORATORIES INC /DE",2835,"US","ME","WESTBROOK","04092-2041","ONE IDEXX DRIVE","","2075560300","US","ME","WESTBROOK","04092-2041","ONE IDEXX DRIVE","","US","DE",10393723,"IDEXX CORP / DE",19600201,"1-LAF",0,1231,"10-Q",20100630,2010,"Q2",20100723,"2010-07-23 14:02:00.0",0,0,"idxx",1,"","2010Q3"
"0001193125-10-164083",1018724,"AMAZON COM INC",5961,"US","WA","SEATTLE","98144","1200 12TH AVENUE S SUITE 1200","","2062661000","US","WA","SEATTLE","98144","1200 12TH AVENUE S SUITE 1200","","US","DE",911646860,"",NA,"1-LAF",0,1231,"10-Q",20100630,2010,"Q2",20100723,"2010-07-22 19:46:00.0",0,1,"amzn",1,"","2010Q3"
"0001193125-10-164115",1065088,"EBAY INC",7389,"US","CA","SAN JOSE","95125","2145 HAMILTON AVENUE","","408-376-7400","US","CA","SAN JOSE","95125","2145 HAMILTON AVENUE","","US","DE",770430924,"",NA,"1-LAF",0,1231,"10-Q",20100630,2010,"Q2",20100723,"2010-07-22 20:24:00.0",0,1,"ebay",1,"","2010Q3"
"0001193125-10-164132",1035267,"INTUITIVE SURGICAL INC",3842,"US","CA","SUNNYVALE","94086","950 KIFER ROAD","","4085232100","US","CA","SUNNYVALE","94086","950 KIFER ROAD","","US","DE",770416458,"",NA,"1-LAF",1,1231,"10-Q",20100630,2010,"Q2",20100723,"2010-07-22 20:50:00.0",0,1,"isrg",1,"","2010Q3"
"0001193125-10-164626",815556,"FASTENAL CO",5200,"US","MN","WINONA","55987","2001 THEURER BLVD","","5074545374","","","","","","","US","MN",410948415,"",NA,"1-LAF",0,1231,"10-Q",20100630,2010,"Q2",20100723,"2010-07-23 09:54:00.0",0,0,"fast",1,"","2010Q3"
"0001193125-10-164685",1034670,"AUTOLIV INC",3714,"US","UT","OGDEN","84405","3350 AIRPORT RD","","8016299800","SE","","SWEDEN","","BOX 70381","SE 107 24 STOCKHOLM","US","DE",510378542,"",NA,"1-LAF",0,1231,"10-Q",20100630,2010,"Q2",20100723,"2010-07-23 10:41:00.0",0,0,"alv",1,"","2010Q3"
"0001193125-10-164698",922475,"ITT EDUCATIONAL SERVICES INC",8200,"US","IN","CARMEL","46032-1404","13000 NORTH MERIDIAN","","317 706 9200","US","IN","CARMEL","46032-1404","13000 NORTH MERIDIAN STREET","-","US","DE",362061311,"",NA,"1-LAF",0,1231,"10-Q",20100630,2010,"Q2",20100723,"2010-07-23 10:49:00.0",0,0,"esi",1,"","2010Q3"
"0001193125-10-164978",100885,"UNION PACIFIC CORP",4011,"US","NE","OMAHA","68179","1400 DOUGLAS STREET","STOP 0310","402 544 5214","US","NE","OMAHA","68179","1400 DOUGLAS STREET","STOP 0310","US","UT",132626465,"",NA,"1-LAF",1,1231,"10-Q",20100630,2010,"Q2",20100723,"2010-07-23 15:32:00.0",0,1,"unp",1,"","2010Q3"
"0001193125-10-165048",884887,"ROYAL CARIBBEAN CRUISES LTD",4400,"US","FL","MIAMI","33132","1050 CARIBBEAN WAY","","3055396000","US","FL","MIAMI","33132","1050 CARIBBEAN WAY","","","",980081645,"RA HOLDINGS INC",19920424,"1-LAF",0,1231,"10-Q",20100630,2010,"Q2",20100723,"2010-07-23 16:36:00.0",0,0,"rcl",1,"","2010Q3"
"0001193125-10-165061",940944,"DARDEN RESTAURANTS INC",5812,"US","FL","ORLANDO","32837","1000 DARDEN CENTER DRIVE","","4072454000","US","FL","ORLANDO","32837","1000 DARDEN CENTER DRIVE","","US","FL",593305930,"GENERAL MILLS RESTAURANTS INC",19950313,"1-LAF",1,531,"10-K",20100531,2010,"FY",20100723,"2010-07-23 16:46:00.0",0,0,"dri",1,"","2010Q3"
"0000074303-10-000042",74303,"OLIN CORP",2800,"US","MO","CLAYTON","63105","OLIN CORP","190 CARONDELET PLAZA SUITE 1530","3144801400","US","MO","CLAYTON","63105","OLIN CORP","190 CARONDELET PLAZA SUITE 1530","US","VA",131872319,"OLIN MATHIESON CHEMICAL CORP",19691008,"1-LAF",1,1231,"10-Q",20100630,2010,"Q2",20100726,"2010-07-26 17:17:00.0",0,0,"oln",1,"","2010Q3"
"0000891092-10-002996",29989,"OMNICOM GROUP INC",7311,"US","NY","NEW YORK","10022","437 MADISON AVE","","2124153700","US","NY","NEW YORK","10022","437 MADISON AVE","","US","NY",131514814,"DOYLE DANE BERNBACH GROUP INC",19861117,"1-LAF",0,1231,"10-Q",20100630,2010,"Q2",20100726,"2010-07-26 17:27:00.0",0,1,"omc",1,"","2010Q3"
"0000950123-10-068091",768251,"ALTERA CORP",3674,"US","CA","SAN JOSE","95134","101 INNOVATION DR","","408.544.8790","US","CA","SAN JOSE","95134","101 INNOVATION DR","","US","DE",770016691,"",NA,"1-LAF",0,1231,"10-Q",20100630,2010,"Q2",20100726,"2010-07-26 16:31:00.0",0,1,"altr",1,"","2010Q3"
"0001000229-10-000019",1000229,"CORE LABORATORIES N V",1389,"NL","","THE NETHERLANDS","","1017 BZ AMSTERDAM","HERENGRACHT 424","3124203191","US","TX","HOUSTON","77040","6316 WINDFERN","","NL","",0,"",NA,"1-LAF",1,1231,"10-Q",20100630,2010,"Q2",20100726,"2010-07-23 19:07:00.0",0,0,"clb",1,"","2010Q3"
"0001104659-10-039499",46195,"BANK OF HAWAII CORP",6022,"US","HI","HONOLULU","96813-","130 MERCHANT ST","","8886433888","US","HI","HONOLULU","96846","130 MERCHANT ST","","US","DE",990148992,"PACIFIC CENTURY FINANCIAL CORP",19970430,"1-LAF",0,1231,"10-Q",20100630,2010,"Q2",20100726,"2010-07-26 15:05:00.0",0,0,"boh",1,"","2010Q3"
"0001104659-10-039527",717605,"HEXCEL CORP /DE/",2821,"US","CT","STAMFORD","06901","TWO STAMFORD PLAZA","281 TRESSER BLVD., 16TH FLOOR","203-969-0666","US","CT","STAMFORD","06901","TWO STAMFORD PLAZA","281 TRESSER BLVD., 16TH FLOOR","US","DE",941109521,"",NA,"1-LAF",0,1231,"10-Q",20100630,2010,"Q2",20100726,"2010-07-26 16:30:00.0",0,0,"hxl",1,"","2010Q3"
"0001104659-10-039536",1065865,"JANUS CAPITAL GROUP INC",6282,"US","CO","DENVER","80206","151 DETROIT ST","","3033333863","US","CO","DENVER","80206","151 DETROIT ST","","US","DE",431804048,"STILWELL FINANCIAL INC",19990806,"1-LAF",0,1231,"10-Q",20100630,2010,"Q2",20100726,"2010-07-26 17:11:00.0",0,0,"jns",1,"","2010Q3"
