"adsh","cik_id","name","sic","countryba","stprba","cityba","zipba","bas1","bas2","baph","countryma","stprma","cityma","zipma","mas1","mas2","countryinc","stprinc","ein_id","former","changed","afs","wksi","fye","form","period","fy","fp","filed","accepted","prevrpt","detail","instance","nciks","aciks","edgar_year"
"0001193125-09-206036",1048286,"MARRIOTT INTERNATIONAL INC /MD/",7011,"US","MD","BETHESDA","20817","10400 FERNWOOD ROAD","","3013803000","US","MD","BETHESDA","20817","10400 FERNWOOD ROAD","","US","DE",522055918,"NEW MARRIOTT MI INC",19971023,"1-LAF",0,1231,"10-Q",20090831,2009,"Q3",20091009,"2009-10-09 10:24:00.0",0,0,"mar",1,"","2009Q4"
"0001041061-09-000240",1041061,"YUM BRANDS INC",5812,"US","KY","LOUISVILLE","40213","1441 GARDINER LANE","","5028748300","US","KY","LOUISVILLE","40213","1900 COLONEL SANDERS LANE","","US","NC",133951308,"TRICON GLOBAL RESTAURANTS INC",19970627,"1-LAF",1,1231,"10-Q",20090831,2009,"Q3",20091013,"2009-10-13 14:14:00.0",0,0,"yum",1,"","2009Q4"
"0001193125-09-209051",1070750,"HOST HOTELS & RESORTS, INC.",6798,"US","MD","BETHESDA","20817","6903 ROCKLEDGE DR","SUITE 1500","240-744-1000","US","MD","BETHESDA","20817-1109","HOST MARRIOTT CORP","6903 ROCKLEDGE DR., SUITE 1500","US","MD",530085950,"HOST MARRIOTT CORP/",19981229,"1-LAF",0,1231,"10-Q",20090831,2009,"Q3",20091016,"2009-10-16 15:00:00.0",0,0,"hst",1,"","2009Q4"
"0001193125-09-209420",86144,"SAFEWAY INC",5411,"US","CA","PLEASANTON","94588","5918 STONERIDGE MALL RD","","9254673000","US","CA","PLEASANTON","94588","5918 STONERIDGE MALL ROAD","","US","DE",943019135,"SAFEWAY STORES INC",19900226,"1-LAF",0,1231,"10-Q",20090831,2009,"Q3",20091019,"2009-10-19 11:49:00.0",0,0,"swy",1,"","2009Q4"
"0000277948-09-000164",277948,"CSX CORP",4011,"US","FL","JACKSONVILLE","32202","500 WATER STREET","15TH FLOOR","9043593200","US","FL","JACKSONVILLE","32202","500 WATER STREET","15TH FLOOR","US","VA",621051971,"",NA,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091020,"2009-10-19 17:42:00.0",0,0,"csx",1,"","2009Q4"
"0000950123-09-051815",1133421,"NORTHROP GRUMMAN CORP /DE/",3812,"US","CA","LOS ANGELES","90067","1840 CENTURY PK E","C/O NORTHROP GRUMMAN CORP","310-201-1630","US","CA","LOS ANGELES","90067","1840 CENTURY PARK EAST","C/O NORTHROP GRUMMAN CORP","US","DE",954840775,"NNG INC",20010129,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091021,"2009-10-21 11:32:00.0",0,0,"noc",1,"","2009Q4"
"0000950123-09-051954",95521,"SUPERVALU INC",5411,"US","MN","EDEN PRAIRIE","55344","11840 VALLEY VIEW RD","","9528284000","US","MN","EDEN PRAIRIE","55344","11840 VALLEY VIEW ROAD","","US","DE",410617000,"SUPER VALU STORES INC",19920703,"1-LAF",1,228,"10-Q",20090831,2009,"Q2",20091021,"2009-10-21 16:54:00.0",0,0,"svu",1,"","2009Q4"
"0000950123-09-051956",875045,"BIOGEN IDEC INC.",2836,"US","MA","CAMBRIDGE","02142","14 CAMBRIDGE CENTER","","6176792000","US","MA","CAMBRIDGE","02142","14 CAMBRIDGE CENTER","","US","DE",330112644,"BIOGEN IDEC INC",20031112,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091021,"2009-10-21 16:58:00.0",0,0,"biib",1,"","2009Q4"
"0001193125-09-210918",12927,"BOEING CO",3721,"US","WA","SEATTLE","98124","P O BOX 3707 MS 1F 31","","2066552121","US","IL","CHICAGO","60606","100 N RIVERSIDE PLZ","","US","DE",910425694,"BOEING AIRPLANE CO",19730725,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091021,"2009-10-21 12:42:00.0",0,0,"ba",1,"","2009Q4"
"0001193125-09-211012",768251,"ALTERA CORP",3674,"US","CA","SAN JOSE","95134","101 INNOVATION DR","","408.544.8790","US","CA","SAN JOSE","95134","101 INNOVATION DR","","US","DE",770016691,"",NA,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091021,"2009-10-21 14:55:00.0",0,0,"altr",1,"","2009Q4"
"0001193125-09-211111",1035267,"INTUITIVE SURGICAL INC",3842,"US","CA","SUNNYVALE","94086","950 KIFER ROAD","","4085232100","US","CA","SUNNYVALE","94086","950 KIFER ROAD","","US","DE",770416458,"",NA,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091021,"2009-10-21 16:17:00.0",0,0,"isrg",1,"","2009Q4"
"0000314808-09-000093",314808,"ENSCO INTERNATIONAL INC",1381,"US","TX","DALLAS","75201-3331","500 NORTH AKARD STREET","SUITE 4300","2143973000","US","TX","DALLAS","75201-3331","500 NORTH AKARD STREET","SUITE 4300","US","DE",760232579,"ENERGY SERVICE COMPANY INC",19920703,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091022,"2009-10-22 12:57:00.0",0,0,"esv",1,"","2009Q4"
"0000950123-09-052020",315852,"RANGE RESOURCES CORP",1311,"US","TX","FT WORTH","76102","100 THROCKMORTON  STE. 1200","","817-870-2601","US","TX","FT WORTH","76102","100 THROCKMORTON  STE. 1200","","US","DE",341312571,"LOMAK PETROLEUM INC",19920703,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091022,"2009-10-21 20:11:00.0",0,0,"rrc",1,"","2009Q4"
"0000950123-09-052197",42542,"GOODRICH CORP",3760,"US","NC","CHARLOTTE","28217","4 COLISEUM CENTRE","2730 WEST TYVOLA ROAD","7044237000","US","NC","CHARLOTTE","28217","4 COLISEUM CENTRE","2730 WEST TYVOLA RD","US","NY",340252680,"GOODRICH B F CO",19920703,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091022,"2009-10-22 12:08:00.0",0,0,"gr",1,"","2009Q4"
"0000950123-09-052329",1054374,"BROADCOM CORP",3674,"US","CA","IRVINE","92617-3038","5300 CALIFORNIA AVENUE","","949 926 5000","US","CA","IRVINE","92617-3038","5300 CALIFORNIA AVENUE","","US","CA",330480482,"",NA,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091022,"2009-10-22 16:23:00.0",0,0,"brcm",1,"","2009Q4"
"0001104659-09-059858",86312,"TRAVELERS COMPANIES, INC.",6331,"US","MN","SAINT PAUL","55102","385 WASHINGTON ST","","6513107911","US","MN","ST. PAUL","55102","385 WASHINGTON STREET","","US","MN",410518860,"ST PAUL TRAVELERS COMPANIES INC",20040401,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091022,"2009-10-22 06:55:00.0",0,0,"trv",1,"","2009Q4"
"0001104659-09-059932",883984,"ICU MEDICAL INC/DE",3841,"US","CA","SAN CLEMENTE","92763","951 CALLE AMANECER","","949-366-2183","US","CA","SAN CLEMENTE","92763","951 CALLE AMANECER","","US","DE",330022692,"",NA,"2-ACC",0,1231,"10-Q",20090930,2009,"Q3",20091022,"2009-10-22 14:24:00.0",0,0,"icui",1,"","2009Q4"
"0001193125-09-211288",313616,"DANAHER CORP /DE/",3823,"US","DC","WASHINGTON","20006","2099 PENNSYLVANIA AVE N.W., 12TH FLOOR","","2028280850","US","DC","WASHINGTON","20006","2099 PENNSYLVANIA AVE. N.W., 12TH FLOOR","","US","DE",591995548,"DMG INC",19850221,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091022,"2009-10-21 20:13:00.0",0,0,"dhr",1,"","2009Q4"
"0001193125-09-211734",14272,"BRISTOL MYERS SQUIBB CO",2834,"US","NY","NEW YORK","10154","345 PARK AVE","","2125464000","US","NY","NEW YORK","10154","345 PARK AVE","","US","DE",220790350,"BRISTOL MYERS CO",19891012,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091022,"2009-10-22 11:40:00.0",0,0,"bmy",1,"","2009Q4"
"0001193125-09-212018",108772,"XEROX CORP",3577,"US","CT","NORWALK","06856","45 GLOVER AVENUE","PO BOX 4505","2039683000","US","CT","NORWALK","06856","45 GLOVER AVENUE","PO BOX 4505","US","NY",160468020,"HALOID XEROX INC",19730813,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091022,"2009-10-22 16:36:00.0",0,0,"xrx",1,"","2009Q4"
"0001193125-09-212075",100885,"UNION PACIFIC CORP",4011,"US","NE","OMAHA","68179","1400 DOUGLAS STREET","STOP 0310","402 544 5214","US","NE","OMAHA","68179","1400 DOUGLAS STREET","STOP 0310","US","UT",132626465,"",NA,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091022,"2009-10-22 17:17:00.0",0,0,"unp",1,"","2009Q4"
"0001193125-09-212087",1047122,"RAYTHEON CO/",3812,"US","MA","WALTHAM","02451-1449","870 WINTER STREET","","781-522-3031","US","MA","WALTHAM","02451-1449","870 WINTER STREET","","US","DE",951778500,"HE HOLDINGS INC",19971001,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091022,"2009-10-22 17:23:00.0",0,0,"rtn",1,"","2009Q4"
"0000045012-09-000390",45012,"HALLIBURTON CO",1389,"US","TX","HOUSTON","77010","1401MCKINNEY","1401 MCKINNEY","7137592600","US","TX","HOUSTON","77010","1401 MCKINNEY","1401 MCKINNEY","US","DE",752677995,"HALLIBURTON OIL WELL CEMENTING CO",19660911,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091023,"2009-10-23 12:43:00.0",0,0,"hal",1,"","2009Q4"
"0000092380-09-000048",92380,"SOUTHWEST AIRLINES CO",4512,"US","TX","DALLAS","75235","2702 LOVE FIELD DR","P O BOX 36611","2147924000","US","TX","DALLAS","75235-1611","PO BOX 36611","","US","TX",741563240,"AIR SOUTHWEST CO",19760108,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091023,"2009-10-22 18:50:00.0",0,0,"luv",1,"","2009Q4"
"0000912750-09-000076",912750,"NEWFIELD EXPLORATION CO /DE/",1311,"US","TX","HOUSTON","77060","363 NORTH SAM HOUSTON PARKWAY EAST","SUITE 100","281-847-6000","US","TX","HOUSTON","77060","363 NORTH SAM HOUSTON PARKWAY EAST","SUITE 100","US","DE",721133047,"",NA,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091023,"2009-10-23 12:35:00.0",0,0,"nfx",1,"","2009Q4"
"0000915389-09-000070",915389,"EASTMAN CHEMICAL CO",2821,"US","TN","KINGSPORT","37660","PO BOX 511","200 SOUTH WILCOX DRIVE","4232292000","US","TN","KINGSPORT","37662","P O BOX BOX 511 B-54D","","US","DE",621539359,"",NA,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091023,"2009-10-23 16:53:00.0",0,0,"emn",1,"","2009Q4"
"0000930413-09-005315",773840,"HONEYWELL INTERNATIONAL INC",3714,"US","NJ","MORRISTOWN","07962","101 COLUMBIA RD","PO BOX 4000","9734552000","US","NJ","MORRISTOWN","07962","101 COLUMBIA RD P O BOX 4000","101 COLUMBIA RD P O BOX 4000","US","DE",222640650,"ALLIEDSIGNAL INC",19940929,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091023,"2009-10-23 11:27:00.0",0,0,"hon",1,"","2009Q4"
"0000950123-09-052556",29905,"DOVER CORP",3530,"US","NY","NEW YORK","10017","280 PARK AVE","38-W","2129221640","","","","","","","US","DE",530257888,"",NA,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091023,"2009-10-23 07:35:00.0",0,0,"dov",1,"","2009Q4"
"0000950123-09-052559",1113169,"PRICE T ROWE GROUP INC",6200,"US","MD","BALTIMORE","21289-0320","100 EAST PRATT STREET","P.O. BOX 89000","4103452000","US","MD","BALTIMORE","21289-0320","100 EAST PRATT STREET","P.O. BOX 89000","US","MD",522264646,"",NA,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091023,"2009-10-23 07:41:00.0",0,1,"trow",1,"","2009Q4"
"0000950123-09-052564",934612,"BURLINGTON NORTHERN SANTA FE CORP",4011,"US","TX","FT WORTH","76131-2830","2650 LOU MENK DR","","8007952673","US","TX","FORT WORTH","76131-2830","2650 LOU MENK DRIVE","","US","DE",411804964,"BURLINGTON NORTHERN SANTE FE CORP",19950913,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091023,"2009-10-23 08:01:00.0",0,0,"bni",1,"","2009Q4"
"0000950123-09-052756",356028,"CA, INC.",7372,"US","NY","ISLANDIA","11749","ONE CA PLAZA","","6313423550","US","NY","ISLANDIA","11749","ONE CA PLAZA","","US","DE",132857434,"COMPUTER ASSOCIATES INTERNATIONAL INC",19920703,"1-LAF",1,331,"10-Q",20090930,2009,"Q2",20091023,"2009-10-23 16:32:00.0",0,0,"ca",1,"","2009Q4"
"0001193125-09-212119",936468,"LOCKHEED MARTIN CORP",3760,"US","MD","BETHESDA","20817","6801 ROCKLEDGE DR","","3018976000","US","MD","BETHESDA","20817","6801 ROCKLEDGE DRIVE","","US","MD",521893632,"",NA,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091023,"2009-10-22 17:51:00.0",0,0,"lmt",1,"","2009Q4"
"0001193125-09-212134",1018724,"AMAZON COM INC",5961,"US","WA","SEATTLE","98144","1200 12TH AVENUE S SUITE 1200","","2062661000","US","WA","SEATTLE","98144","1200 12TH AVENUE S SUITE 1200","","US","DE",911646860,"",NA,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091023,"2009-10-22 18:34:00.0",0,0,"amzn",1,"","2009Q4"
"0001193125-09-212352",101829,"UNITED TECHNOLOGIES CORP /DE/",3724,"US","CT","HARTFORD","06101","UNITED TECHNOLOGIES BLDG","ONE FINANCIAL PLZ","8607287000","","","","","","","US","DE",60570975,"UNITED TECHNOLOGIES MICROELECTRONICS CENTER",19850825,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091023,"2009-10-23 06:08:00.0",0,0,"utx",1,"","2009Q4"
"0001193125-09-212454",789019,"MICROSOFT CORP",7372,"US","WA","REDMOND","98052-6399","ONE MICROSOFT WAY","","425-882-8080","US","WA","REDMOND","98052-6399","ONE MICROSOFT WAY","","US","WA",911144442,"",NA,"1-LAF",0,630,"10-Q",20090930,2010,"Q1",20091023,"2009-10-23 08:34:00.0",0,0,"msft",1,"","2009Q4"
"0001193125-09-212481",815556,"FASTENAL CO",5200,"US","MN","WINONA","55987","2001 THEURER BLVD","","5074545374","","","","","","","US","MN",410948415,"",NA,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091023,"2009-10-23 09:25:00.0",0,0,"fast",1,"","2009Q4"
"0001193125-09-212818",1109357,"EXELON CORP",4931,"US","IL","CHICAGO","60680-5398","PO BOX 805398","","3123947399","US","IL","CHICAGO","60680-5398","PO BOX 805398","","US","PA",232990190,"",NA,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091023,"2009-10-23 15:56:00.0",0,0,"exc",4,"22606 78100 1168165","2009Q4"
"0001193125-09-212942",4281,"ALCOA INC",3350,"US","PA","PITTSBURGH","15212-5858","201 ISABELLA ST","ALCOA CORPORATE CTR","4125532576","US","PA","PITTSBURGH","15212-5858","801 ISABELLA ST","ALCOA CORPORATE CTR","US","PA",250317820,"ALUMINUM CO OF AMERICA",19920703,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091023,"2009-10-23 17:09:00.0",0,0,"aa",1,"","2009Q4"
"0000891092-09-003997",29989,"OMNICOM GROUP INC",7311,"US","NY","NEW YORK","10022","437 MADISON AVE","","2124153700","US","NY","NEW YORK","10022","437 MADISON AVE","","US","NY",131514814,"DOYLE DANE BERNBACH GROUP INC",19861117,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091026,"2009-10-26 17:17:00.0",0,0,"omc",1,"","2009Q4"
"0001104659-09-060317",820313,"AMPHENOL CORP /DE/",3678,"US","CT","WALLINGFORD","06492","358 HALL AVE","","2032658900","","","","","","","US","DE",222785165,"",NA,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091026,"2009-10-26 14:07:00.0",0,0,"aph",1,"","2009Q4"
"0001104659-09-060362",30554,"DUPONT E I DE NEMOURS & CO",2820,"US","DE","WILMINGTON","19898","1007 MARKET ST","","3027741000","US","DE","WILMINGTON","19898","1007 MARKET ST","","US","DE",510014090,"",NA,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091026,"2009-10-26 16:33:00.0",0,0,"dd",1,"","2009Q4"
"0001193125-09-213071",1065280,"NETFLIX INC",7841,"US","CA","LOS GATOS","95032","100 WINCHESTER CIRCLE",".","408-540-3700","US","CA","LOS GATOS","95032-7606","100 WINCHESTER CIRCLE","","US","DE",770467272,"NETFLIX COM INC",20000229,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091026,"2009-10-23 21:12:00.0",0,0,"nflx",1,"","2009Q4"
"0001193125-09-213623",79879,"PPG INDUSTRIES INC",2851,"US","PA","PITTSBURGH","15272","ONE PPG PL 40 EAST","","4124343131","US","PA","PITTSBURGH","15272","ONE PPG PL 40 EAST","","US","PA",250730780,"PITTSBURGH PLATE GLASS CO",19681219,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091026,"2009-10-26 14:12:00.0",0,0,"ppg",1,"","2009Q4"
"0001193125-09-213906",9892,"BARD C R INC /NJ/",3841,"US","NJ","MURRAY HILL","07974","730 CENTRAL AVE","","9082778000","US","NJ","MURRAY HILL","07974","730 CENTRAL AVENUE","","US","NJ",221454160,"",NA,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091026,"2009-10-26 17:29:00.0",0,0,"bcr",1,"","2009Q4"
"0000930413-09-005367",1022079,"QUEST DIAGNOSTICS INC",8071,"US","NJ","MADISON","07940","3 GIRALDA FARMS","","9735202700","US","NJ","MADISON","07940","3 GIRALDA FARMS","","US","DE",161387862,"CORNING CLINICAL LABORATORIES INC",19960903,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091027,"2009-10-27 07:33:00.0",0,0,"dgx",1,"","2009Q4"
"0000950123-09-053491",1275283,"REYNOLDS AMERICAN INC",2111,"US","NC","WINSTON SALEM","27102","401 NORTH MAIN ST","","3367412000","US","NC","WINSTON SALEM","27102","401 NORTH MAIN ST","","","",200546644,"",NA,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091027,"2009-10-27 11:24:00.0",0,0,"rai",1,"","2009Q4"
"0000950123-09-053579",949039,"DIAMOND OFFSHORE DRILLING INC",1381,"US","TX","HOUSTON","77094","15415 KATY FREEWAY","","7134925300","US","TX","HOUSTON","77094","15415 KATY FREEWAY","","US","DE",760321760,"",NA,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091027,"2009-10-27 14:39:00.0",0,0,"do",1,"","2009Q4"
"0000950123-09-053699",89800,"SHERWIN WILLIAMS CO",5200,"US","OH","CLEVELAND","44115","101 PROSPECT AVE NW","","2165662200","","","","","","","US","OH",340526850,"",NA,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091027,"2009-10-27 17:01:00.0",0,0,"shw",1,"","2009Q4"
"0000950123-09-053715",927653,"MCKESSON CORP",5122,"US","CA","SAN FRANCISCO","94104","ONE POST ST","MCKESSON PLAZA","4159838300","US","CA","SAN FRANCISCO","94104","ONE POST ST","","US","DE",943207296,"MCKESSON HBOC INC",19990115,"1-LAF",1,331,"10-Q",20090930,2009,"Q2",20091027,"2009-10-27 17:07:00.0",0,0,"mck",1,"","2009Q4"
"0000950123-09-053754",1306830,"CELANESE CORP",2820,"US","TX","DALLAS","75234","1601 W. LBJ FREEWAY","","972-443-4000","US","TX","DALLAS","75234","1601 W. LBJ FREEWAY","","US","DE",980420726,"BLACKSTONE CRYSTAL HOLDINGS CAPITAL PARTNERS (CAYMAN) IV LTD.",20041022,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091027,"2009-10-27 17:31:00.0",0,0,"ce",1,"","2009Q4"
"0001104659-09-060460",1274057,"HOSPIRA INC",2834,"US","IL","LAKE FOREST","60045","275 FIELD DR","","8479376472","","","","","","","US","DE",0,"",NA,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091027,"2009-10-27 08:07:00.0",0,0,"hsp",1,"","2009Q4"
"0001104659-09-060554",51143,"INTERNATIONAL BUSINESS MACHINES CORP",3570,"US","NY","ARMONK","10504","1 NEW ORCHARD ROAD","","9144991900","US","NY","ARMONK","10504","1 NEW ORCHARD RD","","US","NY",130871985,"",NA,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091027,"2009-10-27 14:03:00.0",0,0,"ibm",1,"","2009Q4"
"0001193125-09-214606",1163302,"UNITED STATES STEEL CORP",3312,"US","PA","PITTSBURGH","15219-2800","600 GRANT ST","ROOM 1500","415 433 2967","","","","","","","US","DE",251897152,"UNITED STATES STEEL LLC",20011205,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091027,"2009-10-27 13:13:00.0",0,0,"x",1,"","2009Q4"
"0001193125-09-214821",896262,"AMEDISYS INC",8082,"US","LA","BATON ROUGE","70816","5959 S SHERWOOD FOREST BLVD","","2252922031","US","LA","BATON ROUGE","70816","5959 S SHERWOOD FOREST BLVD","","US","DE",113131700,"ANALYTICAL NURSING MANAGEMENT CORP",19940819,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091027,"2009-10-27 16:04:00.0",0,0,"amed",1,"","2009Q4"
"0001193125-09-214859",320193,"APPLE INC",3571,"US","CA","CUPERTINO","95014","1 INFINITE LOOP","","4089961010","US","CA","CUPERTINO","95014","ONE INFINITE LOOP","","US","CA",942404110,"APPLE COMPUTER INC",19970808,"1-LAF",1,930,"10-K",20090930,2009,"FY",20091027,"2009-10-27 16:18:00.0",1,0,"aapl",1,"","2009Q4"
"0001193125-09-214947",1065088,"EBAY INC",7389,"US","CA","SAN JOSE","95125","2145 HAMILTON AVENUE","","408-376-7400","US","CA","SAN JOSE","95125","2145 HAMILTON AVENUE","","US","DE",770430924,"",NA,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091027,"2009-10-27 17:00:00.0",0,0,"ebay",1,"","2009Q4"
"0000037748-09-000051",37748,"MASSEY ENERGY CO",1221,"US","VA","RICHMOND","23219","4 NORTH 4TH STREET","","9493492000","US","VA","RICHMOND","23219","4 NORTH 4TH STREET","","US","DE",950740960,"FLUOR CORP/DE/",19920703,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091028,"2009-10-28 08:32:00.0",0,0,"mee",1,"","2009Q4"
"0000950123-09-053840",64040,"MCGRAW-HILL COMPANIES INC",2731,"US","NY","NEW YORK","10020","1221 AVENUE OF THE AMERICAS","","2125122000","US","NY","NEW YORK","10020","1221 AVENUE OF THE AMERICAS","","US","NY",131026995,"MCGRAW HILL INC",19920703,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091028,"2009-10-27 21:29:00.0",0,0,"mhp",1,"","2009Q4"
"0000950123-09-053981",908255,"BORGWARNER INC",3714,"US","MI","AUBURN HILLS","48326","3850 HAMLIN RD.","","2487549200","US","MI","AUBURN HILLS","48326","3850 HAMLIN RD.","","US","DE",133404508,"BORG WARNER AUTOMOTIVE INC",19930628,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091028,"2009-10-28 11:08:00.0",0,0,"bwa",1,"","2009Q4"
